Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,City,Device,Keyword,Country
CSQ1440,SQL Mastery Course,341,6296,109.45,11,10,0.909,4660,09-01-2024,Brisbane,Desktop,sql mastery course online course,Australia
CSQ1441,SQL Mastery Course,276,5013,438.32,46,16,0.348,3872,14-08-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1442,SQL Mastery Course,103,8695,180.5,49,44,0.898,14300,18-08-2024,Ottawa,Desktop,sql mastery course online course,Canada
CSQ1443,SQL Mastery Course,81,8257,152.61,6,6,1,2940,16-10-2024,Adelaide,Mobile,sql mastery course online course,Australia
CSQ1444,SQL Mastery Course,458,1869,291.8,42,36,0.857,16992,21-03-2024,Abu Dhabi,Mobile,sql mastery course online course,UAE
CSQ1445,SQL Mastery Course,460,2372,192.09,21,14,0.667,2884,13-01-2024,Vancouver,Mobile,sql mastery course online course,Canada
CSQ1446,SQL Mastery Course,125,1724,134.89,31,15,0.484,3120,05-01-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1447,SQL Mastery Course,287,4595,495.89,30,21,0.7,9954,27-08-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1448,SQL Mastery Course,391,5149,336.59,50,31,0.62,8122,05-02-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1449,SQL Mastery Course,223,5284,121.8,32,19,0.594,9006,23-11-2024,Brisbane,Desktop,sql mastery course online course,Australia
CSQ1450,SQL Mastery Course,386,2883,211.2,18,5,0.278,1670,04-06-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1451,SQL Mastery Course,356,6351,229.16,48,1,0.021,227,23-07-2024,Toronto,Mobile,sql mastery course online course,Canada
CSQ1452,SQL Mastery Course,229,5708,422.45,44,22,0.5,10582,10-06-2024,Vancouver,Mobile,sql mastery course online course,Canada
CSQ1453,SQL Mastery Course,281,5290,334.74,19,12,0.632,6000,01-01-2024,Birmingham,Mobile,sql mastery course online course,UK
CSQ1454,SQL Mastery Course,372,9357,184.18,47,8,0.17,2720,23-09-2024,Toronto,Desktop,sql mastery course online course,Canada
CSQ1455,SQL Mastery Course,392,9503,315.22,12,9,0.75,3906,25-03-2024,Calgary,Mobile,sql mastery course online course,Canada
CSQ1456,SQL Mastery Course,258,1778,355.14,12,7,0.583,3073,18-09-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1457,SQL Mastery Course,237,6673,162.06,34,11,0.324,1848,22-05-2024,Edinburgh,Desktop,sql mastery course online course,UK
CSQ1458,SQL Mastery Course,193,1725,302.42,14,10,0.714,3450,14-08-2024,Delhi,Desktop,sql mastery course online course,India
CSQ1459,SQL Mastery Course,196,1538,255.67,48,5,0.104,665,04-04-2024,Melbourne,Tablet,sql mastery course online course,Australia
CSQ1460,SQL Mastery Course,167,3975,257.39,16,3,0.188,1122,12-02-2024,Birmingham,Desktop,sql mastery course online course,UK
CSQ1461,SQL Mastery Course,463,3000,462.03,36,4,0.111,1860,06-07-2024,Chicago,Mobile,sql mastery course online course,USA
CSQ1462,SQL Mastery Course,427,7999,192.07,30,4,0.133,736,18-01-2024,New York,Desktop,sql mastery course online course,USA
CSQ1463,SQL Mastery Course,352,9100,171.29,43,35,0.814,6160,11-04-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1464,SQL Mastery Course,169,4151,292.08,7,4,0.571,1068,22-07-2024,Perth,Tablet,sql mastery course online course,Australia
CSQ1465,SQL Mastery Course,363,2244,350.04,30,1,0.033,468,05-08-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1466,SQL Mastery Course,302,3776,226.54,45,21,0.467,5208,22-06-2024,Abu Dhabi,Tablet,sql mastery course online course,UAE
CSQ1467,SQL Mastery Course,424,2842,337.01,14,6,0.429,1476,22-12-2024,Abu Dhabi,Mobile,sql mastery course online course,UAE
CSQ1468,SQL Mastery Course,59,2243,223.32,11,10,0.909,2640,13-09-2024,Abu Dhabi,Mobile,sql mastery course online course,UAE
CSQ1469,SQL Mastery Course,125,6994,314.61,17,17,1,4879,06-09-2024,Dubai,Desktop,sql mastery course online course,UAE
CSQ1470,SQL Mastery Course,238,1368,174.93,42,15,0.357,2625,15-06-2024,Edinburgh,Tablet,sql mastery course online course,UK
CSQ1471,SQL Mastery Course,323,5804,491.12,15,12,0.8,2616,28-05-2024,Chennai,Mobile,sql mastery course online course,India
CSQ1472,SQL Mastery Course,75,8438,164.32,20,17,0.85,4131,12-07-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1473,SQL Mastery Course,486,8161,289.33,45,29,0.644,8236,05-09-2024,Chicago,Desktop,sql mastery course online course,USA
CSQ1474,SQL Mastery Course,266,2241,195.58,41,26,0.634,12090,26-05-2024,San Francisco,Tablet,sql mastery course online course,USA
CSQ1475,SQL Mastery Course,195,6151,342.05,27,22,0.815,10516,27-01-2024,Perth,Tablet,sql mastery course online course,Australia
CSQ1476,SQL Mastery Course,430,1452,479.47,36,17,0.472,5015,05-07-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1477,SQL Mastery Course,392,1786,483.56,34,4,0.118,864,27-02-2024,Dubai,Mobile,sql mastery course online course,UAE
CSQ1478,SQL Mastery Course,375,6744,463.81,6,6,1,1356,04-06-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1479,SQL Mastery Course,129,6452,405.63,26,6,0.231,618,05-09-2024,Bangalore,Desktop,sql mastery course online course,India
CSQ1480,SQL Mastery Course,479,3820,440.6,32,6,0.188,1650,07-12-2024,Leeds,Mobile,sql mastery course online course,UK
CSQ1481,SQL Mastery Course,331,6408,450.25,28,5,0.179,1260,04-01-2024,Birmingham,Tablet,sql mastery course online course,UK
CSQ1482,SQL Mastery Course,436,7096,309.62,5,4,0.8,1660,23-10-2024,Los Angeles,Mobile,sql mastery course online course,USA
CSQ1483,SQL Mastery Course,217,6856,283.52,6,3,0.5,576,07-03-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1484,SQL Mastery Course,188,3140,368.71,34,9,0.265,3240,10-03-2024,Melbourne,Desktop,sql mastery course online course,Australia
CSQ1485,SQL Mastery Course,436,3218,280.76,46,24,0.522,4224,03-08-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1486,SQL Mastery Course,220,1208,424.78,15,11,0.733,3003,08-06-2024,Mumbai,Tablet,sql mastery course online course,India
CSQ1487,SQL Mastery Course,99,6372,173.29,32,2,0.062,840,17-02-2024,Perth,Desktop,sql mastery course online course,Australia
CSQ1488,SQL Mastery Course,459,5356,495.96,43,25,0.581,12425,08-06-2024,Toronto,Mobile,sql mastery course online course,Canada
CSQ1489,SQL Mastery Course,107,4136,147.66,36,30,0.833,11700,19-09-2024,Adelaide,Mobile,sql mastery course online course,Australia
CSQ1490,SQL Mastery Course,317,8045,343.94,37,3,0.081,432,10-03-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1491,SQL Mastery Course,158,7156,119.83,11,1,0.091,185,23-05-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1492,SQL Mastery Course,223,8129,151.49,47,7,0.149,3087,05-03-2024,San Francisco,Desktop,sql mastery course online course,USA
CSQ1493,SQL Mastery Course,380,9645,476.29,44,9,0.205,3024,09-11-2024,Leeds,Desktop,sql mastery course online course,UK
CSQ1494,SQL Mastery Course,378,2575,339.31,30,4,0.133,1016,28-04-2024,Leeds,Mobile,sql mastery course online course,UK
CSQ1495,SQL Mastery Course,483,6065,231.76,5,2,0.4,854,23-08-2024,Toronto,Desktop,sql mastery course online course,Canada
CSQ1496,SQL Mastery Course,468,4869,435.17,38,35,0.921,9345,16-10-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1497,SQL Mastery Course,279,6078,258.43,34,7,0.206,3171,08-06-2024,New York,Mobile,sql mastery course online course,USA
CSQ1498,SQL Mastery Course,431,7489,489.54,33,3,0.091,363,09-02-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1499,SQL Mastery Course,288,5503,404.46,5,5,1,1495,25-09-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1500,SQL Mastery Course,498,9492,293.56,29,17,0.586,2618,26-06-2024,Abu Dhabi,Tablet,sql mastery course online course,UAE
CSQ1501,SQL Mastery Course,181,9779,319.43,50,47,0.94,16356,24-01-2024,London,Mobile,sql mastery course online course,UK
CSQ1502,SQL Mastery Course,482,9479,450.18,9,7,0.778,861,05-08-2024,New York,Desktop,sql mastery course online course,USA
CSQ1503,SQL Mastery Course,471,8192,422.62,18,18,1,7992,11-04-2024,Adelaide,Tablet,sql mastery course online course,Australia
CSQ1504,SQL Mastery Course,478,6461,137.04,36,26,0.722,7020,23-02-2024,San Francisco,Tablet,sql mastery course online course,USA
CSQ1505,SQL Mastery Course,360,9731,497.88,33,30,0.909,7440,15-03-2024,Abu Dhabi,Mobile,sql mastery course online course,UAE
CSQ1506,SQL Mastery Course,61,3225,186.12,11,4,0.364,1256,01-04-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1507,SQL Mastery Course,77,5735,255.24,29,12,0.414,1788,22-01-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1508,SQL Mastery Course,430,5218,389.46,20,12,0.6,2160,17-07-2024,Manchester,Mobile,sql mastery course online course,UK
CSQ1509,SQL Mastery Course,380,2419,331.55,35,7,0.2,917,23-04-2024,Vancouver,Tablet,sql mastery course online course,Canada
CSQ1510,SQL Mastery Course,83,9473,150.44,16,12,0.75,3420,20-08-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1511,SQL Mastery Course,166,7607,132.96,11,8,0.727,1288,11-04-2024,Montreal,Desktop,sql mastery course online course,Canada
CSQ1512,SQL Mastery Course,244,2744,114.39,36,12,0.333,3060,03-10-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1513,SQL Mastery Course,318,5338,481.96,31,9,0.29,2484,23-07-2024,London,Desktop,sql mastery course online course,UK
CSQ1514,SQL Mastery Course,415,9381,153.34,33,28,0.848,4956,18-02-2024,Boston,Tablet,sql mastery course online course,USA
CSQ1515,SQL Mastery Course,60,4412,198.69,22,10,0.455,1850,16-06-2024,Dubai,Mobile,sql mastery course online course,UAE
CSQ1516,SQL Mastery Course,364,2084,299.52,44,44,1,5764,07-03-2024,Brisbane,Desktop,sql mastery course online course,Australia
CSQ1517,SQL Mastery Course,185,5161,478.33,41,41,1,17835,25-04-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1518,SQL Mastery Course,468,7646,334.09,11,9,0.818,4320,11-04-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1519,SQL Mastery Course,273,3134,363.04,46,39,0.848,4680,06-08-2024,Pune,Tablet,sql mastery course online course,India
CSQ1520,SQL Mastery Course,170,7760,237.47,19,15,0.789,5235,21-10-2024,Boston,Tablet,sql mastery course online course,USA
CSQ1521,SQL Mastery Course,320,1133,170.33,13,10,0.769,1320,24-09-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1522,SQL Mastery Course,231,4275,219.84,47,31,0.66,7068,22-04-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1523,SQL Mastery Course,290,2827,180.03,31,8,0.258,2992,24-04-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1524,SQL Mastery Course,128,3263,321.28,23,21,0.913,5271,26-02-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1525,SQL Mastery Course,371,8996,242.27,32,18,0.562,5652,16-01-2024,Montreal,Mobile,sql mastery course online course,Canada
CSQ1526,SQL Mastery Course,186,3082,253.81,26,22,0.846,8800,13-03-2024,Mumbai,Desktop,sql mastery course online course,India
CSQ1527,SQL Mastery Course,169,1545,377.76,19,18,0.947,8874,09-01-2024,Toronto,Desktop,sql mastery course online course,Canada
CSQ1528,SQL Mastery Course,51,4446,389.54,14,11,0.786,2343,23-10-2024,Mumbai,Desktop,sql mastery course online course,India
CSQ1529,SQL Mastery Course,360,7951,181.51,40,8,0.2,3416,16-02-2024,Delhi,Tablet,sql mastery course online course,India
CSQ1530,SQL Mastery Course,159,4758,462.16,39,14,0.359,5250,15-06-2024,Hyderabad,Mobile,sql mastery course online course,India
CSQ1531,SQL Mastery Course,262,4460,318.35,26,13,0.5,4329,02-04-2024,Ottawa,Mobile,sql mastery course online course,Canada
CSQ1532,SQL Mastery Course,180,9700,384.54,13,2,0.154,838,06-07-2024,Montreal,Mobile,sql mastery course online course,Canada
CSQ1533,SQL Mastery Course,271,1230,391.91,32,19,0.594,6612,27-07-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1534,SQL Mastery Course,405,1771,438.1,38,38,1,16340,06-11-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1535,SQL Mastery Course,84,4628,343.82,6,5,0.833,1035,07-11-2024,Manchester,Desktop,sql mastery course online course,UK
CSQ1536,SQL Mastery Course,160,3307,246.95,39,29,0.744,8526,21-12-2024,Bangalore,Mobile,sql mastery course online course,India
CSQ1537,SQL Mastery Course,174,3796,208.39,41,8,0.195,1112,09-04-2024,Manchester,Desktop,sql mastery course online course,UK
CSQ1538,SQL Mastery Course,490,3572,232.37,15,6,0.4,1368,02-08-2024,Birmingham,Tablet,sql mastery course online course,UK
CSQ1539,SQL Mastery Course,471,8652,410.74,48,19,0.396,8189,05-10-2024,New York,Desktop,sql mastery course online course,USA
CSQ1540,SQL Mastery Course,372,1351,419.14,9,7,0.778,3150,08-03-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1541,SQL Mastery Course,325,1597,421.09,43,27,0.628,9072,28-06-2024,Dubai,Desktop,sql mastery course online course,UAE
CSQ1542,SQL Mastery Course,385,9597,199.44,48,30,0.625,9060,27-11-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1543,SQL Mastery Course,465,7999,305.59,48,36,0.75,3600,26-10-2024,Vancouver,Desktop,sql mastery course online course,Canada
CSQ1544,SQL Mastery Course,175,1744,190.41,26,12,0.462,1896,27-04-2024,Birmingham,Desktop,sql mastery course online course,UK
CSQ1545,SQL Mastery Course,492,5583,326.47,9,8,0.889,1624,24-02-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1546,SQL Mastery Course,227,4771,129.61,47,18,0.383,4302,25-10-2024,Calgary,Desktop,sql mastery course online course,Canada
CSQ1547,SQL Mastery Course,459,6670,143.41,7,4,0.571,1920,03-01-2024,Pune,Desktop,sql mastery course online course,India
CSQ1548,SQL Mastery Course,153,2879,459.45,5,1,0.2,229,05-04-2024,Pune,Mobile,sql mastery course online course,India
CSQ1549,SQL Mastery Course,389,6487,430.24,11,11,1,2079,23-04-2024,Vancouver,Mobile,sql mastery course online course,Canada
CSQ1550,SQL Mastery Course,280,3267,110.39,19,9,0.474,2340,14-06-2024,Edinburgh,Desktop,sql mastery course online course,UK
CSQ1551,SQL Mastery Course,228,9146,185.61,16,6,0.375,756,04-03-2024,Mumbai,Desktop,sql mastery course online course,India
CSQ1552,SQL Mastery Course,373,8374,265.45,43,31,0.721,13671,02-09-2024,Calgary,Mobile,sql mastery course online course,Canada
CSQ1553,SQL Mastery Course,168,7177,349.76,34,31,0.912,5208,01-05-2024,Hyderabad,Tablet,sql mastery course online course,India
CSQ1554,SQL Mastery Course,123,4458,370.86,12,1,0.083,386,18-01-2024,New York,Tablet,sql mastery course online course,USA
CSQ1555,SQL Mastery Course,464,1834,232,8,6,0.75,1266,18-03-2024,Adelaide,Tablet,sql mastery course online course,Australia
CSQ1556,SQL Mastery Course,495,6101,204.46,42,6,0.143,1656,26-11-2024,Dubai,Mobile,sql mastery course online course,UAE
CSQ1557,SQL Mastery Course,495,2273,103.17,11,4,0.364,1280,16-09-2024,Delhi,Mobile,sql mastery course online course,India
CSQ1558,SQL Mastery Course,290,8003,113.37,35,21,0.6,10395,05-08-2024,Abu Dhabi,Mobile,sql mastery course online course,UAE
CSQ1559,SQL Mastery Course,403,9252,400.96,5,3,0.6,1098,18-02-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1560,SQL Mastery Course,365,3694,274.41,30,23,0.767,10603,18-07-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1561,SQL Mastery Course,288,7015,196.28,34,19,0.559,5263,23-11-2024,Sydney,Tablet,sql mastery course online course,Australia
CSQ1562,SQL Mastery Course,86,1926,110.41,49,24,0.49,2976,11-03-2024,Ottawa,Desktop,sql mastery course online course,Canada
CSQ1563,SQL Mastery Course,217,3972,378.9,11,1,0.091,198,25-07-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1564,SQL Mastery Course,197,2691,178.66,24,10,0.417,1540,01-05-2024,Leeds,Desktop,sql mastery course online course,UK
CSQ1565,SQL Mastery Course,299,2310,444.23,14,7,0.5,2681,04-10-2024,Mumbai,Mobile,sql mastery course online course,India
CSQ1566,SQL Mastery Course,291,6033,134.48,15,11,0.733,4290,18-06-2024,Leeds,Mobile,sql mastery course online course,UK
CSQ1567,SQL Mastery Course,274,6822,319.22,50,6,0.12,2898,01-03-2024,Edinburgh,Desktop,sql mastery course online course,UK
CSQ1568,SQL Mastery Course,464,2434,420.3,20,14,0.7,3332,19-01-2024,Toronto,Mobile,sql mastery course online course,Canada
CSQ1569,SQL Mastery Course,453,4077,156.21,23,2,0.087,528,13-03-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1570,SQL Mastery Course,185,6486,467.74,47,1,0.021,147,17-08-2024,Toronto,Mobile,sql mastery course online course,Canada
CSQ1571,SQL Mastery Course,419,4288,207.65,35,15,0.429,2925,15-04-2024,Perth,Tablet,sql mastery course online course,Australia
CSQ1572,SQL Mastery Course,305,2306,136.65,32,28,0.875,6048,03-10-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1573,SQL Mastery Course,404,7291,271.44,32,29,0.906,8497,10-07-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1574,SQL Mastery Course,204,7829,248.31,14,12,0.857,1716,25-01-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1575,SQL Mastery Course,374,7809,411.11,35,16,0.457,4208,08-09-2024,Dubai,Desktop,sql mastery course online course,UAE
CSQ1576,SQL Mastery Course,376,2313,148.69,42,14,0.333,6678,02-03-2024,New York,Tablet,sql mastery course online course,USA
CSQ1577,SQL Mastery Course,197,2130,290.45,32,3,0.094,1080,23-12-2024,Sydney,Desktop,sql mastery course online course,Australia
CSQ1578,SQL Mastery Course,410,3772,410.84,28,3,0.107,471,02-01-2024,Chennai,Tablet,sql mastery course online course,India
CSQ1579,SQL Mastery Course,130,5884,448.71,5,2,0.4,886,16-12-2024,Delhi,Desktop,sql mastery course online course,India
CSQ1580,SQL Mastery Course,483,6537,367.27,36,24,0.667,3912,24-02-2024,Vancouver,Desktop,sql mastery course online course,Canada
CSQ1581,SQL Mastery Course,416,5197,226.95,37,31,0.838,11315,23-02-2024,Birmingham,Mobile,sql mastery course online course,UK
CSQ1582,SQL Mastery Course,166,6501,363.82,40,22,0.55,8492,11-11-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1583,SQL Mastery Course,120,6213,434.99,15,13,0.867,5486,19-11-2024,Perth,Tablet,sql mastery course online course,Australia
CSQ1584,SQL Mastery Course,152,6722,123.48,36,1,0.028,197,08-08-2024,Mumbai,Mobile,sql mastery course online course,India
CSQ1585,SQL Mastery Course,306,6978,412.89,5,2,0.4,316,01-05-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1586,SQL Mastery Course,248,4746,105.71,34,19,0.559,3705,02-06-2024,New York,Tablet,sql mastery course online course,USA
CSQ1587,SQL Mastery Course,202,2975,324.76,34,1,0.029,495,08-12-2024,Perth,Mobile,sql mastery course online course,Australia
CSQ1588,SQL Mastery Course,336,8321,455.18,27,18,0.667,7236,17-03-2024,Dubai,Mobile,sql mastery course online course,UAE
CSQ1589,SQL Mastery Course,250,2051,429.46,23,11,0.478,1375,15-02-2024,Pune,Desktop,sql mastery course online course,India
CSQ1590,SQL Mastery Course,136,4666,376.45,29,1,0.034,393,05-07-2024,San Francisco,Desktop,sql mastery course online course,USA
